,TMIN,TMAX,PRCP,SNOW
1993-07-31,3.0720536715476907,2.9642990889445735,2.132842479599976,1.2563941540471315
1993-08-01,3.072924874218792,2.9646259199300973,2.1300639190856296,1.2563941540471315
1993-08-02,3.0737052269534977,2.9647887057514666,2.1293073073567284,1.2564026581076568
1993-08-03,3.0741709387462195,2.9647110417908045,2.1301555622654575,1.2564046205831627
1993-08-04,3.0742243335776465,2.964573172543754,2.130466748036344,1.2564026581076568
1993-08-05,3.0742532877103668,2.964454737353906,2.1300510207551753,1.2564046205831627
1993-08-06,3.0741947124506446,2.9643416026739295,2.1331199020940845,1.2564046205831627
1993-08-07,3.0737349992104424,2.9642157358800123,2.134177212926046,1.2564046205831627
1993-08-08,3.073272470157117,2.964154537527568,2.132404884771166,1.2564046205831627
1993-08-09,3.0727055818277913,2.9641524159807657,2.131797796125141,1.256399387315147
1993-08-10,3.0721746414754563,2.9640740625160213,2.131818200416806,1.256399387315147
1993-08-11,3.0719533120587608,2.9638603239677273,2.1318416667070865,1.256399387315147
1993-08-12,3.0722063065031517,2.9636988356990597,2.131917024389849,1.256386304145108
1993-08-13,3.073020730046001,2.9637883385275807,2.1320497742236677,1.256373220975069
1993-08-14,3.0743112394581793,2.9640771330113953,2.130550370405637,1.256373220975069
1993-08-15,3.0759843752972174,2.9644088692347395,2.129714824146032,1.2563830333525983
1993-08-16,3.077664704460275,2.964763453928153,2.129687482937148,1.2563830333525983
1993-08-17,3.079327510506314,2.965161585496211,2.1297539526947227,1.2563810708770924
1993-08-18,3.0808131895445845,2.9655768033034655,2.1289371577894762,1.2563810708770924
1993-08-19,3.082384004895669,2.965916921882693,2.128134751567994,1.2563830333525983
1993-08-20,3.084054364871042,2.966082593414993,2.1292172358222077,1.2563830333525983
1993-08-21,3.085413531020111,2.9661669491359204,2.130453036785903,1.2563830333525983
1993-08-22,3.086378711778252,2.9663242145486812,2.131212439540092,1.2563810708770924
1993-08-23,3.0873632130532185,2.9667215131039093,2.1306580010118683,1.2560324043955526
1993-08-24,3.088507722753471,2.9673281738871786,2.1288024840450226,1.2550858370432298
1993-08-25,3.089927397164394,2.9679547782114777,2.1259461541852875,1.254869637658335
1993-08-26,3.0915799134030624,2.96849760443639,2.1233890872699686,1.2549396326180438
1993-08-27,3.0931513231508996,2.9689897196922783,2.121770509381896,1.2549396326180438
1993-08-28,3.094739069926896,2.9693348139193336,2.119624942563816,1.2549396326180438
1993-08-29,3.0966704817575446,2.969554843994905,2.117996067689246,1.2549396326180438
1993-08-30,3.098565889010435,2.9697615917888367,2.1200880630802064,1.2549311285575184
1993-08-31,3.0997780581493624,2.9699668126493393,2.1234043701657175,1.2549442117275573
1993-09-01,3.100874477520079,2.9702375525985283,2.1241407130896186,1.254947482520067
1993-09-02,3.102240987725664,2.9705667419068114,2.1245245468099787,1.2549546782635885
1993-09-03,3.102721129304518,2.97082637679375,2.1268419649132353,1.2549945819322077
1993-09-04,3.1028061113945817,2.9708908117757433,2.1262833533957473,1.2549945819322077
1993-09-05,3.1022181247067664,2.9708561891944703,2.125073701358289,1.2550043943097369
1993-09-06,3.1013274976764906,2.9707581556616676,2.1243061423069003,1.2550096275777525
1993-09-07,3.1007438616013454,2.9707755262001747,2.1220713710689525,1.2549932736152036
1993-09-08,3.1002331859144867,2.9708614566170732,2.1216550476464597,1.2549697239091335
1993-09-09,3.1004850431041073,2.9709759994562805,2.1201779449333964,1.2549664531166238
1993-09-10,3.099951770511862,2.9710784524483325,2.1189483221615997,1.2549599115316041
1993-09-11,3.099230187810384,2.97110044582789,2.11582549003291,1.2548768334018565
1993-09-12,3.099517716900823,2.9712145199096227,2.1145317007768343,1.2547976802231204
1993-09-13,3.099538709642733,2.9712161050146983,2.118192333671354,1.2553017093488734
1993-09-14,3.0983545762104416,2.9708853501543793,2.126240485415118,1.2553033447451285
1993-09-15,3.0968871424803766,2.97042622638903,2.128481326455633,1.2547587577922543
1993-09-16,3.0946753973219576,2.969765877332046,2.1284285137538337,1.2546076471783036
1993-09-17,3.0923376315293614,2.9689730262167044,2.1279483761123896,1.2546076471783036
1993-09-18,3.090178527772633,2.9682614522890036,2.1282610793339183,1.2546194220313387
1993-09-19,3.0887658139131715,2.9677448914643483,2.1280868976781138,1.2545461562791203
1993-09-20,3.088246629211281,2.9675212773359894,2.1286791911803817,1.2544728905269018
1993-09-21,3.0877066895140026,2.967333506132262,2.1286690838752147,1.2544912069649563
1993-09-22,3.086285243309172,2.9670861532749413,2.127350175391552,1.2545023276594895
1993-09-23,3.0851359336250055,2.966769299022953,2.1254765303090037,1.2545042901349954
1993-09-24,3.085061295108119,2.9665451378118517,2.1259292183522325,1.2545023276594895
1993-09-25,3.085336192567555,2.96656549667025,2.130042972847307,1.2545324189505793
1993-09-26,3.0856247837582806,2.966742958063749,2.134283190594971,1.2545049442934975
1993-09-27,3.0847419321148255,2.9668646831535623,2.1347789904948247,1.254497748549976
1993-09-28,3.0833264858510905,2.966842447974804,2.133677592302255,1.2546397009448993
1993-09-29,3.0823380689221556,2.966689771212188,2.1328548088864405,1.2548343130992297
1993-09-30,3.082315613418872,2.9665995380899055,2.1327704277918267,1.2548647314695704
1993-10-01,3.0826906695254888,2.9664357540795048,2.1328827191393147,1.2547463287807172
1993-10-02,3.08260209096204,2.96611769287426,2.133958510352306,1.2547711868037914
1993-10-03,3.082326644291429,2.9658693370228546,2.1351037520294884,1.2547940823513597
1993-10-04,3.0818904415333637,2.9658036466926534,2.1337214357868675,1.2547247415501528
1993-10-05,3.081461031141636,2.965887913265631,2.1300686069242194,1.254671100552993
1993-10-06,3.0825033171259237,2.96624088866852,2.1295421599408693,1.2545059255312503
1993-10-07,3.0848882789040046,2.9666302469320955,2.1312631928445915,1.2543060801089043
1993-10-08,3.0868683074449605,2.9667967253735554,2.132007123021702,1.2585250753672363
1993-10-09,3.0873476578540986,2.96671095450162,2.1321033185534546,1.2598801647040276
1993-10-10,3.08607030261064,2.9663536701089717,2.130013924506451,1.2601601445428625
1993-10-11,3.084688579500786,2.9658178419238643,2.1289165367191485,1.260100289039934
1993-10-12,3.0840449404104913,2.9652762353323006,2.129537119836952,1.2599642240715283
1993-10-13,3.08362971443266,2.964769348143875,2.1315890111752385,1.2596152305107375
1993-10-14,3.083887949746906,2.9643479390729324,2.132629115200815,1.258704314796771
1993-10-15,3.0851679427603447,2.964117919119604,2.134360092825707,1.2574728614168484
1993-10-16,3.0871201285380425,2.9641435352357948,2.137159924746371,1.255282084593815
1993-10-17,3.0896516389076183,2.964221112970776,2.139020996666459,1.2534573094526231
1993-10-18,3.092632601487022,2.96452411466045,2.1411013131069447,1.2534013789007064
1993-10-19,3.095857129682919,2.964901992669045,2.144358168644099,1.25279235733539
1993-10-20,3.098652087096645,2.9651836755829475,2.150134615485188,1.2519455491546145
1993-10-21,3.0997035239241972,2.96520947408295,2.153603751528188,1.249051879021235
1993-10-22,3.0982476830398245,2.964965370253512,2.1538201508286323,1.248438605425656
1993-10-23,3.0959180549367002,2.9646292641114145,2.1540375798277265,1.2483849644284961
1993-10-24,3.0939100691149095,2.9643131424042966,2.154010103132178,1.2483545460581553
1993-10-25,3.0926193416402237,2.9639686434045993,2.153449730288052,1.2484543052297028
1993-10-26,3.0915512938570755,2.963476460008857,2.153418243187236,1.2490136107488707
1993-10-27,3.09035665286811,2.962799298729027,2.15330662927307,1.249182056563123
1993-10-28,3.089055752179514,2.9622455787776043,2.1530919371045973,1.2499134057683043
1993-10-29,3.0864589939360725,2.961580482318568,2.1538397151029773,1.2531698067910158
1993-10-30,3.0823372183061473,2.960776718865825,2.1583771363977577,1.2559418034430325
1993-10-31,3.0775960456442,2.9601558743289593,2.15654833740114,1.2581113201147525
1993-11-01,3.0730937180523625,2.9596851681472223,2.1536937146733766,1.2633946312557587
1993-11-02,3.06926577722042,2.9593530956840954,2.146966070155916,1.2613601983146914
1993-11-03,3.0673697432952736,2.9593959042000293,2.1387627861813683,1.250901512185501
1993-11-04,3.067074788864644,2.959705636817314,2.134579608319434,1.2470010921176191
1993-11-05,3.066840736716604,2.960034535915043,2.1327266926965454,1.2504056600410223
1993-11-06,3.064948106894704,2.960187264778705,2.131127435206822,1.249570953792533
1993-11-07,3.062908578481297,2.9603509017412892,2.1300627809976485,1.2482420307958197
1993-11-08,3.0612293697727146,2.9606551762449085,2.129375430051609,1.2468215256088335
1993-11-09,3.060144642599105,2.9609041571142565,2.129357383227905,1.245496200483881
1993-11-10,3.0586685393895197,2.961091027548387,2.128524194436262,1.2417642262302513
1993-11-11,3.057147471084324,2.9613193801044986,2.1271174634967087,1.2403204984164458
1993-11-12,3.0567176511221943,2.961508218763668,2.1260460891489785,1.2434984004189231
1993-11-13,3.0571188244620338,2.961675698092707,2.122127814813359,1.2488278297343167
1993-11-14,3.059365567310098,2.9618074504013756,2.124831993148927,1.2556480862756565
1993-11-15,3.061515125236095,2.9620313033366887,2.132080014847171,1.25726549317173
1993-11-16,3.063475204362102,2.9620472703598337,2.1346337487905442,1.2556928961330402
1993-11-17,3.064536043370018,2.962024400989214,2.1402822691230687,1.2535950098172837
1993-11-18,3.0644589153100186,2.961945253646151,2.141986366193736,1.2526330697401649
1993-11-19,3.063131388696506,2.9618587797965965,2.140837276695283,1.2520753996172518
1993-11-20,3.0605297599613452,2.961786624592789,2.136109605026295,1.2494953984855577
1993-11-21,3.0574657738164617,2.9619167852891293,2.1295116212467047,1.2439582738457946
1993-11-22,3.054940739483742,2.9620911418232043,2.122033922554901,1.2417266121163892
1993-11-23,3.0523117230700976,2.9620192059026573,2.1142442793668903,1.250580647440294
1993-11-24,3.048869684204644,2.961687701415753,2.1095553297865997,1.2545278398410658
1993-11-25,3.0448516872791265,2.961233705794232,2.107935532518547,1.2617880179749674
1993-11-26,3.0410130183704895,2.9608333448596706,2.1054625486271803,1.2603727460559966
1993-11-27,3.0386227693661603,2.9606526227806684,2.106031673909829,1.2598418964316636
1993-11-28,3.038390712919471,2.960863906165702,2.1096991082349037,1.2612241333462857
1993-11-29,3.0385423563824285,2.9612574777736724,2.1107925669089376,1.2607766889309513
1993-11-30,3.03929552632054,2.9616509539085367,2.111706641239252,1.2602949011942646
1993-12-01,3.04106419357662,2.9621036667534626,2.1123752137336003,1.260314853028574
1993-12-02,3.0431168386816774,2.9625667403970453,2.1143332128134293,1.2601987398944776
1993-12-03,3.045393779632902,2.9630470842010364,2.116455367535894,1.2543741125931072
1993-12-04,3.048232203045032,2.9637189825648247,2.1215217016713175,1.247999665070847
1993-12-05,3.0512723564034223,2.9645181932466644,2.126530399779688,1.2442562430434332
1993-12-06,3.0541278297734133,2.965393749851379,2.125169354943384,1.2336176633262064
1993-12-07,3.056645772729256,2.966347145747675,2.124542593633682,1.224647187788954
1993-12-08,3.059187612078281,2.9673325168844746,2.123942469002209,1.2215968466943572
1993-12-09,3.0622898974208494,2.9684964788124995,2.1234229318387454,1.217807960651058
1993-12-10,3.0645234585414807,2.9696169674479025,2.121537336832394,1.2115767738407248
1993-12-11,3.0642968410779137,2.9701091344924184,2.117750999410606,1.1971725307070178
1993-12-12,3.063931194694491,2.9702091767702745,2.115231516496003,1.189978422581813
1993-12-13,3.0640462940906783,2.970487708179807,2.1160712357448723,1.1792148985907136
1993-12-14,3.0645527487324005,2.9708069086117823,2.118178676615579,1.1745605608493332
1993-12-15,3.066105487890531,2.971055909831148,2.1151587330598653,1.169157865781721
1993-12-16,3.067532731183195,2.971157067363083,2.1096575138289206,1.1678590340760977
1993-12-17,3.06842763867541,2.9712459642048246,2.106139683878721,1.1690067551677703
1993-12-18,3.06925867300632,2.9715026320361226,2.1024788613028704,1.163419587402608
1993-12-19,3.0704984828790343,2.9717628748348597,2.1016305792968084,1.1565819956609666
1993-12-20,3.0716423720611936,2.971883761585687,2.1022530863252467,1.1540667562209657
1993-12-21,3.072097617046147,2.9717833287815534,2.1018785198927348,1.157667898774205
1993-12-22,3.071145172300202,2.971433048816386,2.1031070587712155,1.1647808912451678
1993-12-23,3.0686080418307613,2.9706894140260713,2.103995688705948,1.1700419609971076
1993-12-24,3.0659298028358566,2.9699389221330708,2.1028429410675553,1.1702996994468762
1993-12-25,3.0660898923257447,2.969544225705238,2.102697970336604,1.1740931645996893
1993-12-26,3.06618317713136,2.969514859534664,2.10261686801927,1.1785349008279358
1993-12-27,3.0662399517892656,2.9695395115484047,2.1017705641185085,1.176975059880034
1993-12-28,3.0658020085469135,2.969380404597665,2.1012340911219898,1.1767588604951391
1993-12-29,3.064025141536304,2.9691689573823035,2.0981571618752124,1.1707118193031054
1993-12-30,3.0601543091345422,2.968921331190082,2.0948360585617802,1.1638398842401114
1993-12-31,3.056987438106993,2.968880674566578,2.0923442420240557,1.1543810793811529
1994-01-01,3.057764510213221,2.9691520439022887,2.091111015306985,1.150945111849656
1994-01-02,3.0601963750778682,2.9697499851667493,2.0911885136790453,1.148390949978789
1994-01-03,3.0616377346282304,2.9702627903182766,2.0920509946875407,1.1497522538213487
1994-01-04,3.06180370775345,2.9702602998763314,2.0946545335287627,1.1627448229078456
1994-01-05,3.061307912556879,2.969971575590949,2.090974661527892,1.17609521669491
1994-01-06,3.060535670897213,2.969913763959247,2.085766120589472,1.1921525183630468
1994-01-07,3.0586130938994325,2.9699743715241196,2.0862618933919927,1.203134204214547
1994-01-08,3.055445813223926,2.9699062533863043,2.083782406140733,1.207232180150018
1994-01-09,3.0522692949384735,2.9698982206125453,2.076780888879772,1.1975077869392676
1994-01-10,3.051126498729963,2.97039990267901,2.072519453920457,1.1720263508127755
1994-01-11,3.05167499810407,2.9713138467648545,2.0709699200365836,1.1539853134874727
1994-01-12,3.053559803477416,2.972188959110778,2.070992329530882,1.141960571904612
1994-01-13,3.0545654773770172,2.9728152879942655,2.0671344009556036,1.126381460101401
1994-01-14,3.053761321441317,2.97297889581733,2.062712278812262,1.1115336975033714
1994-01-15,3.0509202296103095,2.97275251754197,2.0603587399642658,1.1057561696141414
1994-01-16,3.047380995041622,2.9722898650566343,2.06000262681545,1.114002818768985
1994-01-17,3.043370318386801,2.971790528358781,2.0636800600563605,1.1398211465239816
1994-01-18,3.0387217429991,2.9710194327746984,2.0665546806157957,1.155965124193627
1994-01-19,3.0338224460562877,2.970346576816309,2.064162202900439,1.1519898029772715
1994-01-20,3.029707307109721,2.9700681417422947,2.061364376182409,1.1474348973281878
1994-01-21,3.0263780546087338,2.9698505778315782,2.054710571897069,1.1375600476619885
1994-01-22,3.0235209506902,2.9697055801751304,2.048573513749905,1.132865806251989
1994-01-23,3.022025773680248,2.9696266831097056,2.045953662314284,1.12547904844796
1994-01-24,3.0228448275362507,2.9697487461139747,2.0466568922973964,1.120229753549055
1994-01-25,3.0252884787876244,2.969887651587996,2.0462121708700365,1.118566555557845
1994-01-26,3.027802710418076,2.9699682137898984,2.0475912625300436,1.1285313520180627
1994-01-27,3.0291119469018963,2.9697595071974647,2.0534846072652124,1.142889476977382
1994-01-28,3.0296539342077673,2.969479178822052,2.0630480960587443,1.151612353521646
1994-01-29,3.02931537325288,2.9689682360355945,2.0647735458277277,1.157177606976993
1994-01-30,3.0280801046022705,2.9682821292746806,2.0650683377122174,1.1608487444899411
1994-01-31,3.0251487311031466,2.9674671496115366,2.065256420299794,1.1618643255642198
1994-02-01,3.020505249230334,2.9662041289516545,2.0647454187961896,1.1585362941855448
1994-02-02,3.015967228033337,2.9650352195178837,2.06457541012965,1.1547856764146096
1994-02-03,3.012648914337125,2.964410427591334,2.064603428771856,1.1549210872245135
1994-02-04,3.0103911024265715,2.9638905196049494,2.064578363738934,1.1560894143089977
1994-02-05,3.008907291388894,2.9635336627655877,2.0652126581071792,1.1554643658603836
1994-02-06,3.0072137879150485,2.963313846476737,2.065398030961467,1.1555556209714057
1994-02-07,3.005380739516119,2.9627714801265586,2.0661323144880686,1.159773962071236
1994-02-08,3.0031753406183186,2.961810564678749,2.0685165275168944,1.1819993242542675
1994-02-09,2.998867255232234,2.96090298700526,2.0704396523292963,1.199300835393115
1994-02-10,2.994029718412955,2.960009349998086,2.072651390834289,1.204278981592961
1994-02-11,2.9898637349804105,2.9592023620839445,2.0770418090981515,1.2094779062872154
1994-02-12,2.9869105165681087,2.9586931462109707,2.074332834534662,1.2093405330018059
1994-02-13,2.9847213989870593,2.9586568272748694,2.071225122717724,1.2047516111106205
1994-02-14,2.983166789926,2.958971062408482,2.0697772580268463,1.194546411400936
1994-02-15,2.982852670748909,2.9596835920250606,2.0691670802848723,1.1888339722826502
1994-02-16,2.984869309115478,2.9608478292387277,2.0666265969372803,1.1726010290567395
1994-02-17,2.9886070549093753,2.9625005031883074,2.0626614984104297,1.1411265198146245
1994-02-18,2.995167993256815,2.964499279038826,2.062501569951724,1.1316569213403838
1994-02-19,3.0026409054481964,2.966453556035428,2.062563107994713,1.1292208350791189
1994-02-20,3.00789447535664,2.967790921177652,2.0635330570254427,1.122150362910783
1994-02-21,3.010642992293991,2.9684373022234416,2.063714419474463,1.10935371429562
1994-02-22,3.011516636467948,2.9685100513056293,2.0646215026928925,1.0972220177976904
1994-02-23,3.0122608576296654,2.968487988547153,2.0688815285908975,1.1044926624676232
1994-02-24,3.0131873119171657,2.968853670149171,2.072269508121897,1.1142759299435494
1994-02-25,3.0143770079005283,2.9694687810666567,2.0724285423686175,1.1223717955636934
1994-02-26,3.0151110044142833,2.969974203884031,2.0698405032018075,1.1138104961694113
1994-02-27,3.016660227254455,2.970306851763497,2.066047960490788,1.0981293356398962
1994-02-28,3.0199107587286638,2.97083087536511,2.066360636614984,1.0995141891885263
1994-03-01,3.0233677776516057,2.971377328890702,2.0696828509190643,1.1022420301416613
1994-03-02,3.0256235876352964,2.9718283660488067,2.076014278235035,1.103762948658697
1994-03-03,3.026560637352886,2.9723538175377318,2.075827469222104,1.1163682559120391
1994-03-04,3.027295177433568,2.973204887090195,2.073394182923418,1.123548299629452
1994-03-05,3.0285229028594616,2.9741973780641286,2.067642936601915,1.1220237832406554
1994-03-06,3.0299175492160497,2.9750900838046057,2.0655037105597307,1.1143462519825091
1994-03-07,3.0315705863544085,2.9756350044280575,2.066179490944627,1.1113485706473192
1994-03-08,3.031618616362617,2.975476706267624,2.0692918906001547,1.115771990437511
1994-03-09,3.0296930061823466,2.974784696789298,2.0747884761871758,1.126848202192543
1994-03-10,3.027690991172467,2.9742118737837293,2.0801803034852506,1.1297843926285496
1994-03-11,3.02636326661172,2.9740054774301727,2.079983305875154,1.11996645475202
1994-03-12,3.02687537577724,2.974490305736116,2.0793088532595694,1.1092192847234692
1994-03-13,3.0302998901233833,2.9757472464366534,2.077359498228932,1.1016271211498274
1994-03-14,3.035950624348103,2.9775338514768777,2.071483712565475,1.0711397370871565
1994-03-15,3.0416593884925085,2.979430780780825,2.0682922428925794,1.0324024330771322
1994-03-16,3.045359201164836,2.9805636856898587,2.068254848573194,1.0307428329576829
1994-03-17,3.0470134013396195,2.9811271963272055,2.065572835855928,1.0294266660517577
1994-03-18,3.0495436451910978,2.9821241392215376,2.0613397989014794,1.030804650936117
1994-03-19,3.053045082590396,2.983363972686882,2.05997953988783,1.0317028105592958
1994-03-20,3.056056677364507,2.984423652395696,2.0594838212799744,1.0289334305412867
1994-03-21,3.0574697495652163,2.9852663731276663,2.0593182023813625,1.0281791857885374
1994-03-22,3.0576899176677315,2.986013301545939,2.0600265808577234,1.0257888906224089
1994-03-23,3.0580098054487848,2.986561144873126,2.0587613792878448,1.0306911544360287
1994-03-24,3.057842521771511,2.9867325963073785,2.054754767647009,1.0355911286948916
1994-03-25,3.0563882129604494,2.9864533678771874,2.05540881597093,1.0353167092033233
1994-03-26,3.0546771367927645,2.986013284711624,2.0555979824518213,1.0385063860588357
1994-03-27,3.0532997417675682,2.985555755825405,2.060179924664537,1.0439574888555923
1994-03-28,3.051250223697468,2.985095544197346,2.063112343835022,1.0451686633219543
1994-03-29,3.0484566628585394,2.98459490586767,2.063776445269444,1.0462895639150471
1994-03-30,3.0450037387585978,2.984100004353941,2.0620191019396517,1.0463422236744542
1994-03-31,3.0418117104377216,2.9838791572142442,2.0595177471407506,1.0453256613624224
1994-04-01,3.039961144527445,2.9841211299176504,2.0538271988449166,1.0438217509664374
1994-04-02,3.0399068305092074,2.984843946599652,2.049105488589164,1.0402242062849587
1994-04-03,3.0404207317129024,2.985613540632958,2.048848551678719,1.0368611774264291
1994-04-04,3.0409293241535353,2.986204666490563,2.0483212375807165,1.0392020836256604
1994-04-05,3.040120201525242,2.986522398432347,2.045929383104016,1.0442083586410904
1994-04-06,3.0390746932111385,2.9865807370632864,2.0481578135660685,1.0461741049394526
1994-04-07,3.037921644621407,2.9866973463541813,2.0489492182703986,1.048515992376437
1994-04-08,3.0371337536711476,2.986826486133329,2.0476363795893024,1.0488751253940078
1994-04-09,3.0372693777035646,2.9869249124405104,2.0446277898160687,1.0507434020755795
1994-04-10,3.038234380065962,2.9868964966258464,2.045796443588867,1.0533829316309513
1994-04-11,3.0388590576332013,2.986830292853999,2.0482334151248263,1.0537616894035808
1994-04-12,3.039394156631012,2.986882938992572,2.05340765083981,1.0549166062387751
1994-04-13,3.0400931282852532,2.98725014004723,2.0574108753140345,1.0521792799873617
1994-04-14,3.041386269284677,2.988001725058952,2.056938731385792,1.048434549642944
1994-04-15,3.0429516547418345,2.988962063416185,2.056205423363174,1.0471308117485558
1994-04-16,3.0441990187976855,2.989888186737961,2.0549678610728415,1.0457731057777568
1994-04-17,3.045640275682321,2.9908993736919776,2.0506511475544347,1.0416133118638513
1994-04-18,3.048027475496331,2.9920665150925334,2.047761379585915,1.040951957618379
1994-04-19,3.050226203058541,2.993106408853363,2.0462887479327785,1.040045948093177
1994-04-20,3.051887821205886,2.993801299271275,2.0442822717244127,1.0357118209385017
1994-04-21,3.0539732744254136,2.9944764806576027,2.0415833231740916,1.0323422504949527
1994-04-22,3.0563530714488882,2.9950016498709244,2.0413400975140883,1.0318683126602892
1994-04-23,3.058549425801008,2.9954971158789796,2.0406364610709824,1.0304811695569025
1994-04-24,3.060754025944374,2.9960447852507377,2.040645755456163,1.0281196573648599
1994-04-25,3.0622255137427907,2.9963685373068456,2.0428663276916774,1.031166073508445
1994-04-26,3.063239440056014,2.996310627730715,2.045403667748654,1.0416901754878305
1994-04-27,3.0637064747070246,2.9960834071984133,2.0441318815268836,1.0461152306742771
1994-04-28,3.0636267023238517,2.9956175887069842,2.048227643392921,1.0536472116657394
1994-04-29,3.063028420086733,2.9950304555782035,2.0512412461727387,1.063303899471538
1994-04-30,3.062033044912117,2.9943448541987827,2.0537296755438526,1.0657321358307796
1994-05-01,3.060672351676277,2.9938477989112937,2.054200112340123,1.0664098440388008
1994-05-02,3.0588204583337433,2.9934531329788774,2.0521959665023854,1.0656915780036587
1994-05-03,3.0576787293576615,2.993172536395169,2.0509672108452417,1.06572886503827
1994-05-04,3.0569114969804856,2.9929786590238256,2.0509618726706624,1.065703025777443
1994-05-05,3.0559852372786906,2.992901547877575,2.047426537843417,1.0649455102321836
1994-05-06,3.05448805327085,2.9927119308700227,2.04604416740613,1.064609599841432
1994-05-07,3.0527583436172785,2.9923803648206198,2.045307959968893,1.0644689557635125
1994-05-08,3.051228554376176,2.992168146104714,2.0456480585939723,1.0642056569664773
1994-05-09,3.0500939084960788,2.9921425413035605,2.0427782613597913,1.0636365390697802
1994-05-10,3.049742860371115,2.9922075993305937,2.039703445704979,1.0636319599602664
1994-05-11,3.0499577767880464,2.9922289664465693,2.037569720421371,1.063611681046706
1994-05-12,3.0501675466411315,2.992149947613052,2.0375758986132695,1.0636100456504511
1994-05-13,3.0495980668309315,2.9918824132391566,2.0386150271348624,1.0636198580279803
1994-05-14,3.0499231397914386,2.991752628482062,2.0398196119710708,1.0636198580279803
1994-05-15,3.0509100476888986,2.9917233171063113,2.043079854674836,1.0636447160510545
1994-05-16,3.0517180202343805,2.9915566727165723,2.0456373009528157,1.0637775102269504
1994-05-17,3.0521384661100646,2.9913186288175804,2.046168218996092,1.0638566634056865
1994-05-18,3.0521771875120356,2.991150764489722,2.0456552393871874,1.0642223380082771
1994-05-19,3.0519371466829748,2.9910283252847316,2.043642070137598,1.064276306084688
1994-05-20,3.051604737284558,2.9911105371318714,2.041895376059631,1.064276306084688
1994-05-21,3.0518184745420065,2.9915318216354287,2.041031540184491,1.0642723811336763
1994-05-22,3.0527499623285754,2.9921650938748505,2.0404136126053105,1.0642723811336763
1994-05-23,3.0541073166885075,2.992908289202216,2.0397395122550535,1.0642939683642407
1994-05-24,3.055445267358603,2.9935923718599087,2.0371923629635713,1.0642972391567505
1994-05-25,3.0565668326148367,2.99408536142675,2.036204177427808,1.064289389254727
1994-05-26,3.057048929364851,2.9942483266024005,2.0384464817242987,1.064408773181333
1994-05-27,3.0563243521512504,2.994176524301714,2.0398702297889058,1.0644107356568389
1994-05-28,3.055646616346487,2.9941594428608287,2.038763222448428,1.0644107356568389
1994-05-29,3.055586471139639,2.9943771650976836,2.0393488500068058,1.0644077919435802
1994-05-30,3.056124058749128,2.994851517338937,2.039421145690951,1.0644028857548156
1994-05-31,3.0572945291853535,2.995340428697329,2.0357313289689105,1.0644081190228312
1994-06-01,3.058419626919087,2.9957326913680213,2.03265296356349,1.0644081190228312
1994-06-02,3.059493524308768,2.996193803672195,2.0307997227726067,1.0644081190228312
1994-06-03,3.0605926263551666,2.9967315315147047,2.0300980102401365,1.0644081190228312
1994-06-04,3.061948415205543,2.9974615095824446,2.0293297737554257,1.0643790089694942
1994-06-05,3.063448864281799,2.9983090511575092,2.029415374230019,1.0643417219348832
1994-06-06,3.0656785112755727,2.9991151837496792,2.0294016358822446,1.06422331924603
1994-06-07,3.0675074078914997,2.9997725944214153,2.031371368107214,1.0638825026665135
1994-06-08,3.0676285723681156,3.000156360746172,2.0318924769159854,1.0637209255165316
1994-06-09,3.066908759940597,3.000368635851296,2.0287587245621417,1.0636280350092546
1994-06-10,3.0662871064125197,3.0004837051891156,2.0276173849008945,1.063611681046706
1994-06-11,3.06625810793887,3.0006007050187886,2.0269519285998285,1.063611681046706
1994-06-12,3.067018102688829,3.0007798263990892,2.0270829713016756,1.0636031769861807
1994-06-13,3.068389112444579,3.0011244738659446,2.0284468071632666,1.063597943718165
1994-06-14,3.070039863905429,3.0013485004563556,2.029079909248864,1.0635999061936707
1994-06-15,3.0713586956550163,3.001486637586419,2.0278915828123893,1.0636214934242352
1994-06-16,3.0726804270219263,3.001626415123736,2.027807120425777,1.0636129893637098
1994-06-17,3.0738021557586244,3.0019490996553957,2.0269922494311663,1.063624764216745
1994-06-18,3.0751540584152615,3.002406417596471,2.025791729194891,1.0636280350092546
1994-06-19,3.076424755602641,3.0029272854416558,2.022231275140059,1.0636313058017646
1994-06-20,3.077361458809329,3.00340192694137,2.0188849442097077,1.0636476597643132
1994-06-21,3.078472104720388,3.0037566010984715,2.0158540533315072,1.0636476597643132
1994-06-22,3.079015213909626,3.0040151791957603,2.01371442082933,1.0636672845193718
1994-06-23,3.079802370170656,3.004376554037199,2.014255337788442,1.0636653220438659
1994-06-24,3.08086817175269,3.0047376001183244,2.016902476238281,1.0636434077340506
1994-06-25,3.0821438640834904,3.0051446042115852,2.015042352724844,1.0636100456504511
1994-06-26,3.0831847178333103,3.0054749645718535,2.0140413772479575,1.0636100456504511
1994-06-27,3.083990775980979,3.0056044710440837,2.0147751188279015,1.0636100456504511
1994-06-28,3.0846777490684194,3.005803190064495,2.0152166698673133,1.0636100456504511
1994-06-29,3.0854431281566415,3.0061408369837515,2.014880879718164,1.0636100456504511
1994-06-30,3.085677943233028,3.0065584451969443,2.0136057334271156,1.0636100456504511
1994-07-01,3.086164359221807,3.0069763482733025,2.010598092060533,1.0636100456504511
1994-07-02,3.086282776290983,3.007283600501053,2.0094858820321404,1.0636100456504511
